Mod:Item:MetaData, Localized Name
forestry:chipsets:2, Усовершенствованная печатная плата
forestry:chipsets:3, Усложнённая печатная плата
forestry:soldering_iron, Паяльник
forestry:carton, Картон
forestry:oak_stick, Полированная палка
forestry:wood_pulp, Древесная масса
forestry:broken_bronze_pickaxe, Сломанная кирка
forestry:broken_bronze_shovel, Сломанная лопата
forestry:bronze_pickaxe, Кирка выживающего
forestry:bronze_shovel, Лопата выживающего
forestry:kit_shovel, Сборная лопата
forestry:kit_pickaxe, Сборная кирка
forestry:mouldy_wheat, Плесневелая пшеница
forestry:decaying_wheat, Загнивающая пшеница
forestry:mulch, Мульча
forestry:iodine_capsule, Капсула йода
forestry:phosphor, Фосфор
forestry:beeswax, Пчелиный воск
forestry:refractory_wax, Огнеупорный воск
forestry:fruits:0, Вишня
forestry:fruits:1, Грецкий орех
forestry:fruits:2, Каштан
forestry:fruits:3, Лимон
forestry:fruits:4, Слива
forestry:fruits:5, Финик
forestry:fruits:6, Папайя
forestry:analyzer:0, Анализатор
forestry:escritoire:0, Секретер
forestry:bog_earth:0, Болотная земля
forestry:humus:0, Гумус
forestry:resources:0, Апатитовая руда
forestry:resources:1, Медная руда
forestry:resources:2, Оловянная руда
forestry:resource_storage:0, Апатитовый блок
forestry:resource_storage:1, Медный блок
forestry:resource_storage:2, Оловянный блок
forestry:resource_storage:3, Бронзовый блок
forestry:ash_brick:0, Кирпичи из золы
forestry:ash_stairs:0, Ступеньки из золы
forestry:crate, Ящик
forestry:worktable:0, Рабочий стол
forestry:habitat_locator, Определитель ареала
forestry:imprinter, Импринтер
forestry:cart.beehouse:0, Вагонетка с пчелиным домиком
forestry:cart.beehouse:1, Вагонетка с пасекой
forestry:frame_untreated, Необработанная рамка
forestry:frame_impregnated, Пропитанная рамка
forestry:frame_proven, Проверенная рамка
forestry:honey_drop:0, Капля мёда
forestry:pollen:0, Скопление пыльцы
forestry:pollen:1, Скопление кристаллической пыльцы
forestry:propolis:0, Прополис
forestry:propolis:1, Липкий прополис
forestry:propolis:3, Шелковистый прополис
forestry:honeydew, Медвяная роса
forestry:royal_jelly, Маточное молочко
forestry:wax_cast, Восковая форма
forestry:bee_combs:0, Медовые соты
forestry:bee_combs:2, Кипящие соты
forestry:bee_combs:3, Вязкие соты
forestry:bee_combs:4, Морозные соты
forestry:bee_combs:5, Капающие соты
forestry:bee_combs:6, Шелковистые соты
forestry:bee_combs:7, Пересохшие соты
forestry:bee_combs:15, Замшелые соты
forestry:bee_combs:16, Спелые соты
forestry:apiarist_helmet, Защитная маска пчеловода
forestry:apiarist_chest, Куртка пчеловода
forestry:apiarist_legs, Штаны пчеловода
forestry:apiarist_boots, Ботинки пчеловода
forestry:scoop, Сачок
forestry:smoker, Дымарь
forestry:apiary:0, Пасека
forestry:bee_house:0, Пчелиный домик
forestry:bee_chest:0, Сундук пчеловода
forestry:beehives:0, Лесной улей
forestry:beehives:1, Луговой улей
forestry:beehives:2, Пустынный улей
forestry:beehives:3, Тропический улей
forestry:beehives:4, Драконий улей
forestry:beehives:5, Снежный улей
forestry:beehives:6, Болотный улей
forestry:candle:0, Тёмная свеча
forestry:stump:0, Потухшая свеча
forestry:bee_combs_0:0, Блок медовых сот
forestry:bee_combs_0:2, Блок кипящих сот
forestry:bee_combs_0:3, Блок вязких сот
forestry:bee_combs_0:4, Блок морозных сот
forestry:bee_combs_0:5, Блок капающих сот
forestry:bee_combs_0:6, Блок шелковистых сот
forestry:bee_combs_0:7, Блок пересохших сот
forestry:bee_combs_0:15, Блок замшелых сот
forestry:bee_combs_1:0, Блок спелых сот
forestry:alveary.plain:0, Пчелиный улей
forestry:alveary.swarmer:0, Роевня
forestry:alveary.fan:0, Вентилятор улья
forestry:alveary.heater:0, Обогреватель улья
forestry:alveary.hygro:0, Кондиционер улья
forestry:alveary.stabiliser:0, Стабилизатор улья
forestry:alveary.sieve:0, Сито улья
forestry:charcoal:0, Блок древесного угля
forestry:wood_pile:0, Охапка дров
forestry:wood_pile_decorative:0, Декоративная охапка дров
forestry:ash_block_0:0, Блок пепла
forestry:ash_block_1:0, Блок пепла
forestry:ash_block_2:0, Блок пепла
forestry:ash_block_3:0, Блок пепла
forestry:loam:0, Суглинок
forestry:honeyed_slice, Бутерброд с мёдом
forestry:ambrosia, Амброзия
forestry:honey_pot, Горшочек мёда
forestry:bottler:0, Разливочный механизм
forestry:carpenter:0, Плотник
forestry:centrifuge:0, Центрифуга
forestry:fermenter:0, Бродильный аппарат
forestry:moistener:0, Увлажнитель
forestry:squeezer:0, Соковыжималка
forestry:still:0, Дистиллятор
forestry:rainmaker:0, Генератор дождя
forestry:fabricator:0, Электроламповый завод
forestry:raintank:0, Бак для дождя
forestry:apiarist_bag, Рюкзак пчеловода
forestry:lepidopterist_bag, Рюкзак лепидоптеролога
forestry:miner_bag, Рюкзак шахтёра
forestry:miner_bag_t2, Тканый рюкзак шахтёра
forestry:digger_bag, Рюкзак землекопа
forestry:digger_bag_t2, Тканый рюкзак землекопа
forestry:forester_bag, Рюкзак лесника
forestry:forester_bag_t2, Тканый рюкзак лесника
forestry:hunter_bag, Рюкзак охотника
forestry:hunter_bag_t2, Тканый рюкзак охотника
forestry:adventurer_bag, Рюкзак авантюриста
forestry:adventurer_bag_t2, Тканый рюкзак авантюриста
forestry:builder_bag, Рюкзак строителя
forestry:builder_bag_t2, Тканый рюкзак строителя
forestry:genetic_filter:0, Генетический фильтр
forestry:greenhouse:0, Парниковый блок
forestry:greenhouse:3, Распределитель парниковой энергии
forestry:greenhouse:4, Парниковый контроль
forestry:greenhouse:5, Парниковый экран
forestry:climatiser:0, Тепличный терморегулятор
forestry:climatiser:1, Подогреватель парника
forestry:climatiser:2, Вентилятор парника
forestry:climatiser:3, Увлажнитель парника
forestry:climatiser:4, Осушитель парника
forestry:greenhouse.window:0, Окно парника
forestry:greenhouse.window_up:0, Окно крыши парника
forestry:database:0, База данных
forestry:habitat_former:0, Бывшая среда обитания
forestry:habitat_screen, Экран среды обитания
forestry:stamps:0, Почтовая марка (1n)
forestry:stamps:1, Почтовая марка (2n)
forestry:stamps:2, Почтовая марка (5n)
forestry:stamps:3, Почтовая марка (10n)
forestry:stamps:4, Почтовая марка (20n)
forestry:stamps:5, Почтовая марка (50n)
forestry:stamps:6, Почтовая марка (100n)
forestry:letters, Письмо
forestry:catalogue, Каталог
forestry:mailbox:0, Почтовый ящик
forestry:trade_station:0, Торговая станция
forestry:stamp_collector:0, Сборщик марок
forestry:book_forester, Руководство лесника
forestry:fluid.bio.ethanol, Этанол
forestry:fluid.biomass, Биомасса
forestry:fluid.glass, Жидкое стекло
forestry:fluid.for.honey, Мёд
forestry:fluid.ice, Молотый лёд
forestry:fluid.juice, Фруктовый сок
forestry:fluid.milk, Молоко
forestry:fluid.seed.oil, Растительное масло
